review_id,user_id,restaurant_id,review_text,rating,timestamp
223,223,23,"Enak bgt, bintang 3 utk makanan krn utk yg muslim, hati2 ada menu pork nya, utk harga, kl bukan d traktir, mending nabung yg banyak deh",5.0,02/11/24 08.58
224,224,23,"Salmon parmesan pasta & steak sangat recomended. Untuk pizza, biasa aja (sedikit hambar) menurut ku pribadi. For desserts aku pesen tiramisu and soufflé chocolate turns out the soufflé …",3.0,18/12/24 16.46
225,225,23,"Makanan enak semua. Kita coba pork belly, croque madame, steak au poivre, aglio olio, serta salah satu pizza. Kopinya juga lumayan. Agak berisik. Kalau untuk urusan kantor lebih baik agak pagi untuk breakfast atau brunch.",5.0,28/04/25 15.06
226,226,23,Fine france dining terenak di Jakarta yang pernah saya coba dengan harga yang cukup mahal pastinya tapi sesuai dengan kualitas dan servis yang diberikan. Pas kita dinner disana juga lucu ud prepare buat valentine byk boneka love …,3.0,21/11/24 16.46
227,227,23,"salah satu top romantic restaurant di jkt <3 kesini pesen 4 menu dan semuanya enak enak bangett parah. favorit kita adalah escargot nya, wajib cobain kayaknya emg bestseller juga. ambience 10/10, cozy yet romantic. service juga ga diragukan lagi. overall very recommended!!",5.0,20/09/24 16.45
228,228,23,"Hands down, one of the best French Restaurants in Jakarta. Harganya memang di atas… tapi rasanya juga sudah berbeda kelas. Ambiencenya romantic and very cozy. Kalau ditanya amankah? Aman sekali, saking amannya tempat duduk terpisah dengan …",3.0,01/07/25 19.34
229,229,23,"One of the best french resto in jkt! Agak pricey sih memang cuman worth to try! Ambiance juga romantic and luxury! Semua yg kita pesen enak enak, ngak ada satupun yg fail.. udah berapa kali …",4.0,18/07/25 12.02
230,230,23,"Really good food !! Baru coba beberapa menu dan memang semua cocok bangets, no wonder resto ini walau ga murah tapi masih bertahan dan masih rame …",5.0,06/01/25 15.29
231,231,24,"Almost all dishes taste extraordinary good! Flavourful twist dari Japanese, Asian, dan Western jadi beda dari yang lain. My favorite is Manzo Wafu Salad! Owner dan Chef nya ramah sekali dan terlihat semua staff ditrained dengan baik. Service top!",4.0,28/03/25 21.15
232,232,24,@nats.foodjournal • 𝙎𝙝𝙤𝙮𝙪 𝘾𝙧𝙚𝙖𝙢 𝙎𝙖𝙡𝙢𝙤𝙣 𝙏𝙖𝙜𝙡𝙞𝙖𝙩𝙚𝙡𝙡𝙚 (145𝙠) …,5.0,12/12/24 22.05
233,233,24,"Buat kalian yg lagi cari restoran atau tempat buat makan, nongkrong bareng teman, sahabat, maupun keluarga tercinta, aku saranin banget ke Manzo Jakarta🤗🤭 menu yg beragam dan enak""banget, trus dekorasi yang elegan bikin suasana jadi nyaman. …",4.0,31/01/25 16.49
234,234,24,"Bagus banget tempat nya suasana sangat nyaman.Makanan nya👌harga sesuai kantong,staf ramah👍dan tempat parkir luas.kalian harus coba sih ke Manzo Jakarta …",4.0,09/11/24 05.38
235,235,24,Sangat rekomend di coba untuk menu porterhousenya dan wagyu tenderloin 200 grnya dagingnya sangat juice dan experien tempatnya sangat nyaman untuk pelayanan sangat ramah sekali,5.0,10/07/25 08.49
236,236,24,Resto yang berkonsep fine dining di mall pim 1. Lokasinya di street gallery paling ujung di atasnya Union. Untuk rasa steak nya enak. Cuma pas kemaren AC nya lagi bermasalah jd agak panas sedikit ruangan ya.,3.0,18/04/25 21.23
237,237,24,Semuanya enak dan tempatnya nyaman sekali.. Parkiran juga luas. Mantap,5.0,18/08/24 20.51
238,238,24,"Makanannya enak semua, dgn harga lumayan ramah di kantong utk cafe di mall Ragu pappardelle mantep, fish n chips dan omurice juga enak. Area indoor dining agak sempit. Are outdoornya ngga trll besar tp dpt …",4.0,23/06/25 01.00
239,239,24,"Aah I somehow love everything about Manzo! Mungkin karena posisi di pojokan, the ambience was calm and quiet. Love all about the interior, very cozy and has the “take your time” vibe😂 …",3.0,22/07/24 09.01
240,240,24,"recommended matcha di jakarta ,makanan nya juga enak enak nasi goreng oxtail enakk banget",5.0,11/04/25 22.05
241,241,25,"berhubung txoko ini resto basque cuisine dan pernah liat review kalo cheesecake mereka juara, langsung deh mampir! tipikal cheesecake mereka lumer di tengah, disajiin dengan lime sorbet dan apple sauce. rasa cheesecake nya sedikit beda …",4.0,14/09/24 23.45
242,242,25,"Pertama kali cobain makanan basque, ternyata seru dan menyenangkan. Kudos untuk service resto mbak dan mas waiter yg ramah dan akomodatif saat kami banyak pertanyaan seputar menu. Selain itu complimentnya juga beragam. Terima kasih banyak! Compliment chicken livernya berkesan bgt. Next penasaran coba basque cheesecakenya :D",5.0,10/06/25 14.47
243,243,25,Jangan tanya mengenai makanannya Chef satu ini. Sesimple chicken cutlet aja berkualitas banget. Ingredient disini juga bagus banget dan rasanya ga salah. …,5.0,23/10/24 10.59
244,244,25,"Restoran Spanyol di Senopati yang mesti kalian visit‼️ Tempat yang bisa kamu visit kalo lagi cari restoran di Senopati, TXOKO Jakarta …",3.0,04/01/25 06.26
245,245,25,Pertama kali coba! Enakkk trus staffnyaa ramahh bangett! Banyak compliments juga. Enakk paellanya yang squid atau seafoodnya! Dessertnya enakk jugaa,4.0,29/12/24 07.07
246,246,25,2x datang dan 2x juga aku merasa sangat puas dengan semua makanan dan servisnya. Sebuah pengalaman yg sangat berkesan! Aku rasa setidaknya tiap orang harus makan di txoko sekali (meski niscaya pasti ingin balik lagi),4.0,04/05/25 07.47
247,247,25,Suppeerrr duupperr enaaakk 😍😍😍😍😍 👍👍👍👍👍👍 Super recommend! …,5.0,01/04/25 11.07
248,248,25,"Semua Tapasnya enak, ga ada yg failed paling fave : gambas and octopusnya so yummy and juicy ! …",5.0,03/06/25 04.12
249,249,25,"Kami pertama x datang & makan disini. Semuanya perfect. Suasana resto nyaman, makanannya banyak variasi nya, enak2 & menarik penyajiannya. Resto juga byk kasih komplimentari makanan. Owner nya ramah sekali, hingga kami berfoto bersama. …",3.0,14/02/25 12.38
250,250,25,"Pertama kali makan di Txoko, kita pilih paket family sunday brunch. Semua menunya enak. Pelayanan bagus dan chefnya ramah. Hanya terfoto desertnya.",3.0,07/12/24 10.04
251,251,26,"Bad experience menurut saya pertama kalinya coba pesen vip room tgl 29 des malam, spend lumayan 2.5jt tapi makanannya kurang apalagi steaknya padahal lagi ngidam bgt tp bnrbnr baru kaliini makan steak adem gada panas panasnya dan udh diblg …",5.0,24/07/24 10.37
252,252,26,"Karena sudah lewat makan siang, jadi hanya ngemil saja. Kroket dan Risoles Mayo. Kroketnya maknyuss banget, belum pernah nemuin kroket spt ini. RIsoles mayonya …",5.0,24/10/24 02.14
253,253,26,"Tempatnya elegan, makanannya luar biasa, dan pelayanannya top! Penn Jakarta benar-benar memberikan pengalaman makan yang istimewa. Cocok untuk segala suasana—baik santai maupun formal. Pasti akan datang lagi!",3.0,04/07/25 11.59
254,254,26,"Really love the ambience, enak bgt buat hangout. Tempatnya juga nyaman, live music juga ada dan bandnya bagus2.",3.0,10/06/25 06.50
255,255,26,"Tempatnya cozy bgt, makanannya enak², pelayanannya oke. Cocok buat makan malam sama keluarga.",4.0,20/08/24 09.08
256,256,26,"Not too big in size, tapi athmosfirnya chill bgt. Karena nggak terlalu banyak meja jadi nggak hiruk pikuk banget suasananya. Makanan okay aja, tapi kopi dan pastry di cafe di lantai 2 nya patut di pujikan….",3.0,02/12/24 01.35
257,257,26,"Mantap sih makannya enak semua, pelayannya ramah bgt, minumannya enak bgt ga kemanisan hehehe",4.0,28/03/25 19.41
258,258,26,Makanannya semua asin. Servant lamban. Vibesnya biasa aja bahkan se effort itu mau kesana krn ga ad parkir adanya valet. Hmmm .. nothing special.,4.0,26/11/24 20.58
259,259,26,"Makanan yang dihidangkan terlalu lama, terlebih untuk acara buka puasa. Sudah lewat satu setengah jam lebih dari jam buka puasa tetapi makanan belum dihidangkan juga, padahal sudah reservasi dan pesan makanan di hari sebelumnya. Mohon evaluasi kembali!",3.0,11/04/25 22.47
260,260,26,"Tempatnya bagus buat santai, makanan nya enak sama servis nya juga okeokeee",3.0,08/01/25 05.59
261,261,27,"Tempatnya nyaman dan sangat private. Semua menu yg di order enak, anak2 suka. Kekurangannya hanya harganya yg overpriced heheheee. Tapi gak sampe terkaget2 siih karena sebelum ke sana dah baca2 review sebelumnya.",4.0,30/06/25 23.03
262,262,27,"Baru-baru tadi bukber di sana. Suasananya romantis banget. Makanannya lumayan enak. Hanya saja musholla yang disiapkan ternyata adalah kamar hotel, cowok cewek digabung jadi satu. Saat gw baru selesai sholat, masuklah seorang cowok mau …",3.0,31/10/24 22.01
263,263,27,"came here to have a birthday dinner. makanannya enak semua, pelayanannya sangat baik, dan ambiencenya cocok untuk ngedate. minusnya cuma masaknya aja yg agak lama. but overall i’m quite satisfied",3.0,28/11/24 17.06
264,264,27,"pertama kali kesini tahun 2019, dan tempatnya ga terlalu banyak berubah masih bagooos 🤏🏻 …",4.0,21/11/24 21.20
265,265,27,Tempatnya bagus pelayanan istimewa..hrg makanan masih terjangkau .cari sensasi kemewahan,3.0,23/05/25 00.00
266,266,27,"Salmonnya enak, calamarynya juga crunchy, pelayanan ramah tp masaknya lama, ruangannya bagus interiornya tp ruangan smokingnya dicampur sm non smoking jd mengganggu, lokasi strategis ada parkiran, harga cukup mahal tp sesuai sm makanannya yg sangat lezat",5.0,10/09/24 17.43
267,267,27,makanannya enak tapi ga seenak itu untuk harga segitu gmn yh,3.0,20/12/24 19.21
268,268,27,Sofia at The Gunawarman memberi pengalaman makan mewah dengan interior neo‑klasik yang memikat,5.0,26/06/25 19.16
269,269,27,"Pelayanannya best banget, duduk untuk menikmati tea n coffee sama temen temen pas lagi ujan ujan..nyaman banget di lounge nya.., pelayanannya selalu full senyum, ramah dan helpfull banget , snack nya enak.. …",4.0,18/02/25 04.58
270,270,27,Kesini saat ada event Pelayanan sangat baik. Ini salah satu resto dengan pelayanan terbaik. Teramah. Bagus banget. …,4.0,15/09/24 21.12
271,271,28,"Makanan dan minuman nya enak semua. Sesuai banget ama yg di daftar menu. Pelayanan juga ramah dan suasana cafe nya juga sesuai tema dan adem banget buat nongkrong bareng besty. Kalo next kesini lagi, ga bakal rugi.",4.0,19/04/25 17.55
272,272,28,Sangat nyaman sebagai lokasi untuk makan dan berkumpul bersama teman atau keluarga. Memiliki area makan yang cukup luas dengan berbagai menu beragam dan disajikan. …,3.0,30/09/24 06.26
273,273,28,"Hari ini kita booking acara bukber buat 50 org, pelayanan dan servicenya best bgt! Menu sudah kita pilih seminggu sebelumnya, dan mendekati waktu magrib semua makanan minuman keluar tepat waktu dan dikasi nama buat yg mesen biar gak …",4.0,27/04/25 01.15
274,274,28,"Kesini buat buka puasa, sudah pesan menu dari beberapa jam yang lalu tetapi pas buka puasa masih ada makanan yang belum keluar. Mungkin perlu managemen waktu yang lebih baik lagi. Untuk makanan sudah enak dan taste cocok untuk foreigner.",4.0,06/09/24 13.28
275,275,28,"Arrghh baru tau ada cafe senyaman, se-cute, seenak ini F&B nyaa. Lagi ada tema Conan. Makin sukaaa! mengingatkan memori masa kecil. Toiletnya juga unik. Banyak spot untuk foto2. Buat yg fans Conan, kalian wajib ke sini. Buruan sebelum periode thematic cafe berakhir",4.0,20/03/25 13.47
276,276,28,"Menu makanan yang ditawarkan beragam dan lezat, dengan bahan-bahan segar berkualitas. Pelayanan ramah dan responsif membuat pengunjung merasa nyaman. Suasana tempat yang tenang cocok untuk bersantai bersama keluarga atau teman. Sangat direkomendasikan bagi yang mencari tempat makan",3.0,04/05/25 07.27
277,277,28,"Japanese Hanburg steak yang kolaborasi sama conan enak banget. Asin, gurih dan nya pas Minumannya juga enak, not too sweet Untuk yang mystery soda collab sama conan",5.0,13/04/25 12.52
278,278,28,"Tempatnya bersih dan banyak daun hijau2 jadi nyaman dan homey. Untuk porsinya pas, ga kurang dan ga berlebihan. Aku pesen Japanese Hamburg, dagingnya juicy dan sayurannya pun enak. Untuk minumannya juga enak. Untuk misonya light ga terlalu pekat rasanya.",3.0,25/10/24 23.30
279,279,28,"Lokasi strategis di pinggir jalan. Tempatnya cozy, ada indoor dan outdoor. Makanannya enak tapi cenderung fusion Asian-Western. Minumannya juga variatif. Coffee Latte nya enak. Insya Allah halal karena gak jual pork dan alkohol. Aksesnya pake tangga dan tidak terlihat ada lift, jadi maaf sepertinya kurang ramah untuk disabilitas.",3.0,19/02/25 19.47
280,280,28,"First time kesini karena ada event conan, ternyata makanannya pun enakkk!!! Pelayanannya juga ramah bintang 7🤩🤩 …",4.0,30/12/24 13.10
281,281,29,"makan siang bersama di loewy cukup ramai pengunjung, tempatnya cukup nyaman dan bersih …",5.0,29/09/24 08.02
282,282,29,"Dtg pas jam 5 mo transit sebentar sm temen2 ..pesen pizza n minum aja... Tempat cozy... Pelayannya kbtulan dpt mas yg ramah, krn biasanya yg cewe jutek..mrka lbh seneng ngelayanin bule 🤣 temen minum bir kita milkshake krn emang bkn peminum,... Ya oke lah utk nongki cantik, makan cantik wajib k sini …",3.0,25/09/24 10.41
283,283,29,"Makanan nya enak , tempatnya sangat bersihh , pelayanan sangat baik ramah ramah , pokonya best sih ini buat nongkrong",4.0,13/01/25 07.02
284,284,29,"Saya booking jam 8, sampai 7.25 Inti nya staff blg nunggu jam 8 karena booking jam 8. Saya lihat ada kursi …",5.0,25/11/24 19.31
285,285,29,"Kafe perancis dengan berbagai macam makanan (steak/dessert) dan variasi minumam alkohol/non alkohol, kopi, teh& aneka jus buah. Creme brulle juara dan cheese cakenya enak lengkap dengan sorbet ice cream. Tempat enak sayang saja semua tempat diperbolehkan merokok",3.0,27/03/25 20.46
286,286,29,"Cozy dan tenang, meeting point pas di area mega kuningan Vibes relax dan calm down",5.0,29/09/24 01.22
287,287,29,Rasa makanan hampir tidak ada yang mengecewakan dengan harga yang relatif sesuai dengan tempat dan rasa makanannya Escargot dengan garlic butter disajikan dengan roti cukup enak dan porsi yg pas …,4.0,23/11/24 03.06
288,288,29,"One of the OG brunch place here in Jakarta. Kesini pas weekend jam 10 pagi.. sepi deh, very nice ambience dan staff2-nya juga friendly attentive gitu 👌 …",4.0,26/07/24 02.28
289,289,29,"I ordered nasi goreng buntut, the meat is so keras and the portion is small. The service is unacceptable, we waited for a long time before our main dish has been served to us. Nggak banyak orang nya kerna holiday hari ini tapi makanan nya lama banget.",3.0,14/01/25 19.41
290,290,29,"Cozy,Rekomendasi buat Birthday party",5.0,12/01/25 03.03
291,291,30,"Sering banget lewat Pegangsaan, entah kenapa baru hari ini memutuskan untuk mampir kesini, berasa dipanggil sama rayuan putri duyung buat masuk kesini. …",4.0,11/04/25 14.48
292,292,30,"Nice japanese food di Kelapa Gading. Harganya lumayan mahal, tapi sesuai dengan porsinya yang besar. Semua menu yang di pesan gak ada yang gak enak. Hanya yang unagi don nya agak eneg, karena sauce nya dan porsinya yang besar. …",5.0,05/01/25 02.24
293,293,30,Menunya enak semuaaaa Kesini pesen: Tobiko canape (8/10) --> kulit luarnya ada seaweed crispy ada isian nasi dan …,4.0,21/11/24 11.53
294,294,30,Pas datang kaget tempatnya agak tersembunyi ya. Tapi parkiran oke. Restorannya juga bersih dan nyaman sekali. Ada private room juga. Cocok banget buat kaum introvert yg ga suka …,5.0,23/03/25 01.45
295,295,30,"Nyobain tempat baru makanan jepang, ternyata makananya enak, so comforting food untuk donburi, rasanya so so di lidah gak ada yg dominan, tempatnya warmny dan nyaman, enak buat ngumpul atau intim sama pasangan. Rekomendasi resto jepang yang cozy buat dikunjungin with ummami food 😋 …",5.0,04/12/24 19.01
296,296,30,Semua makanan nya enak2.. Gak ada yg failed.. Bahkan pickle jahe Merahnya enak.. Porsinya ngenyangin.. Pelayanan ramah.. Tempatnya nyaman bgt.. Harga sangat affordable.. Hojicha nya enaakkkk ada wangi2 sangitnya.. Eh mm..,5.0,03/02/25 05.32
297,297,30,"Sungguh hidden gem di Kelapa Gading! Makanannya enak semua dari appetizer sampai dessert ga ada yang gagal. Staff gercep dan ramah. Ada private room tapi harus booking dahulu, tempatnya minimalis dan cantik cocok untuk acara juga. Super recommended, worth the price 👍😍 …",4.0,17/09/24 21.59
298,298,30,"enak bangett, salmon canapenya juara umum sih ini. norinya bener2 crunchy & salmonnya juga enaak bgt. genmaichanya juga enak ada wangi2 smokynya gituu, bakal balik kesini sih!",5.0,15/06/25 22.32
299,299,30,"Kami pesan salmon aburi sushi, oyakodon dan soft shell crab. Semua yang kami pesan enak terutama garlic edamamenya. Kalau untuk matcha latte agak terlalu pekat. Tapi overall makanannya enak-enak dan pelayanannya ramah!",4.0,03/09/24 12.15
300,300,30,"Kayanya ini bisa dibikang hidden gem yaa soalnya tempat masuk nya kecil tp parkirannya luass. Fav aku hotate yaki, dan harus coba chukka idako nya enak bgtt. Ga enek, manisnya pas duh semuanya pas deh. Tempat nya warm and cozy, aku dtg sendiri juga nyaman bgt. Best sushi di daerah pulogadung sih ini👌🏻 …",5.0,03/12/24 13.39
301,301,31,"Restauran nya kapasitasnya cuma 1 meja, kalau penuh, biasa disuruh duduk di cafe seberang, harga per menu memang lumayan mahal, tapi porsinya besar, dagingnya juga banyak, terakhir datang ada menu ukuran kecil untuk 1 orang makan.",5.0,24/02/25 12.03
302,302,31,"Cobain chicken nanban dan yawaraku curry, bumbunya pas, side dish nya juga lengkap, enak banget dimakan anget2. Next mau cobain menu lain. Worth to try 🫶🏻 …",3.0,15/12/24 11.42
303,303,31,IG : thehandsofcuisine Weekend kali ini aku cobain JAPENESE PREMIUM BENTO dari HOTARU DELI. Hotaru Deli …,5.0,10/02/25 06.17
304,304,31,"Makanan Jepang yang seringnya dikirim kerumah, ngga makan di tempat. Pengalaman makan dari resto ini boleh dijagoin, istilah harga mahalan tapi porsi besar pas kalo disematkan ke Hotaru Deli. …",3.0,09/12/24 08.34
305,305,31,Japanese Ricebowl ter worth it dan ter enak so far menurut aku. PREMIUM BANGET. Lokasi di samping Lobby Barat ITC PERMATA HIJAU. Please order yang unagi&salmon don + sukiyaki nya.,4.0,10/07/25 21.52
306,306,31,"Holaaa Gaes jangan lupa Makan ya . Kali ini makanan aku dari hotaru deli Yang merupakan spesialis di premium bento . Disini varian bentonya beragam dan menggiurkan loh gaes , diantara 5 varian aku cobain : …",5.0,06/02/25 21.23
307,307,31,"WOOHOO!!!! Ada sisterhoodnya shabu shabu house nih, yang ini premium bento! Ada beberapa pilihan menu yang menggugah selera dan kali ini aku pilih: 1. SUKIYAKI: De best!!!! Huge portion. Komplit juga isiannya ada enoki, shitake, …",3.0,22/06/25 01.37
308,308,31,"Dapet recommended dari temen untuk mesen makanan di Hotaru Deli, yg katanya sisterhood shabu"" House, but ini premium bento gtuh. Kebetulan aku pesen 3 menu and this is it: …",4.0,06/12/24 21.18
309,309,31,"Wagyu Sukiyaki dagingnya empuk, rasa bumbunya juga enak.. berasa bgt premium nya 👍🏻 Chicken Katsu Curry juara! Karinya super mantab bener2 khas jepang bgt rasanya! Trus porsinya banyak, jadi puas bgt deh😀👍🏻 …",3.0,15/06/25 23.52
310,310,32,24 MEI 2025 JAPANESE WAGYU 5O GR enak KARUBI 100 GR enak agak berminyak …,5.0,06/08/24 08.09
311,311,32,"pelayanan ramah, makanan enak seperti biasa yakiniku like, tempat juga bersih dan rapi, suasananya jg tenang. top banget",3.0,01/05/25 12.56
312,312,32,"Kalau mau makan bbq-an tapi gamau ayce bisa makan di sini. Perdagingannya sama kaya di kintan, harganya masih terjangkau dan ngenyangin banget. Kesini pas lagi ulang tahun jadi dapet diskon 30% pakai boga app. Makan berdua abis 156k udah cukup puas",4.0,23/01/25 09.50
313,313,32,"Makanan enak seperti biasa, potongan dagingnya lagi gendut-gendut hari ini. Service ramah dan promo lain daripada outlet lain. Hari ini gorengannya agak minyakan tapi overall selalu seru makan di sini",3.0,03/10/24 12.38
314,314,32,"tempat yakiniku yang relatif murah, enak, dan ngenyangin banget padahal porsi nya set dan nggak all you can eat. disediain tempat buat taruh barang juga jadinya enak duduk leluasa",5.0,20/04/25 09.30
315,315,32,"Pelayanan semua staff restonya bagus, ramah, dan cepat sat set, makanan udah nyampe di meja. Utk kak wulan makasih.",4.0,13/04/25 10.12
316,316,32,"Rasa daging berkualitas, pilihan saus cukup dan enak semua. Banyak promo di tiap event ☺️",4.0,06/11/24 10.31
317,317,32,"Klo kebersihan,pelayanan,dan makananya gk perlu diraguin lagi ya hehehe",3.0,09/04/25 08.25
318,318,32,"Enak dateng siang2, ga pake antri.. 😄 Overall oke, nasi pilih yg large ga ada tambahan biaya.. 😁. …",4.0,02/06/25 14.32
319,319,32,"Pelayanannya ramah, tidak lelet, dan harganya worth. Dari segi rasa tidak beda jauh dengan yang di Jepang 👍 …",5.0,21/10/24 22.08
320,320,33,"Agak kecewa krn ini pesen unagi dan super duper tipis. Biasa makan di gion dan tmpt sushi lain, gak setipis ini. …",3.0,05/05/25 05.38
321,321,33,Makanan nya oke. Banyak varian sushi roll nya saking byk nyaa sampe bingung yg enk manaa hehehe. Fav edamame garlic nyaa aku selalu pesen kalau ke sini.,5.0,27/12/24 05.38
322,322,33,"Super Kecewa... Kesini karena lihat ada promo, datang jam 18.30, menu promo (salmon volcano sama …",4.0,05/11/24 07.17
323,323,33,"Ada harga ada kwalitas. Rasanya ga kaleng2, semua menu enak dan lezat. Sdh mirip kek sushi di jepang. Ada paket buat kids juga, menunya banyakkk banget. Karyawan ramah tamah sopan santun. Tempat nyaman, bersih, aman dan tertib😆. Baka sering …",3.0,15/10/24 09.45
324,324,33,"Restoran sushi di mal. Dekorasinya jepang2, suasana tenang. Sushi yang disajikan fresh, nasi di sushi roll pas, ga ketebelan, ga kelembekan. Cuma untuk potongan tebalnya ga sama. Bagian topping sashiminya ga utuh, pecah2. …",4.0,21/05/25 18.51
325,325,33,"Makanannya enak bgt dan terjangkau, pelayanannya ramah ✨✨✨ akan kembali lagi kesini 🥹 kare nya enak, salad nya enak, salmonnya fresh! Great ambience ❤️ …",5.0,20/08/24 03.53
326,326,33,"Ajak tamu berkali-kali makan di sini karena kantorku deket sama MOI, omg servicenya top bgt! …",5.0,31/12/24 14.42
327,327,33,Enak banget ! Semua yg dipesan enak. Nasinya lembut sekali. Tempatnya jg nyaman dan bersih. Service cepat dan ramah. …,3.0,13/07/25 08.54
328,328,33,"first time coba makan GION di MOI, banyak opini dari temen sekitar macam macam ada yang bilang B aja ada yang bilang enak banget. karna saya pecinta sushiiiii ini termasuk yang enak, fresh dan rasanya variatif banget. misalnya kek saya ada …",3.0,18/02/25 16.08
329,329,33,The best sushi yang pernah gw coba. Rasanya enak banget! Apalagi volcano roll nya. Servicenya juga best banget ambience tempat makannya juga nyaman banget. …,5.0,23/04/25 10.52
330,330,34,24 MEI 2025 JAPANESE WAGYU 5O GR enak KARUBI 100 GR enak agak berminyak …,3.0,26/06/25 00.10
331,331,34,"pelayanan ramah, makanan enak seperti biasa yakiniku like, tempat juga bersih dan rapi, suasananya jg tenang. top banget",3.0,27/04/25 02.36
332,332,34,"Kalau mau makan bbq-an tapi gamau ayce bisa makan di sini. Perdagingannya sama kaya di kintan, harganya masih terjangkau dan ngenyangin banget. Kesini pas lagi ulang tahun jadi dapet diskon 30% pakai boga app. Makan berdua abis 156k udah cukup puas",5.0,21/01/25 17.36
333,333,34,"Makanan enak seperti biasa, potongan dagingnya lagi gendut-gendut hari ini. Service ramah dan promo lain daripada outlet lain. Hari ini gorengannya agak minyakan tapi overall selalu seru makan di sini",5.0,11/12/24 12.12
334,334,34,"tempat yakiniku yang relatif murah, enak, dan ngenyangin banget padahal porsi nya set dan nggak all you can eat. disediain tempat buat taruh barang juga jadinya enak duduk leluasa",5.0,23/06/25 04.48
335,335,34,"Pelayanan semua staff restonya bagus, ramah, dan cepat sat set, makanan udah nyampe di meja. Utk kak wulan makasih.",5.0,31/05/25 12.23
336,336,34,"Rasa daging berkualitas, pilihan saus cukup dan enak semua. Banyak promo di tiap event ☺️",5.0,01/06/25 09.47
337,337,34,"Klo kebersihan,pelayanan,dan makananya gk perlu diraguin lagi ya hehehe",3.0,14/10/24 02.37
338,338,34,"Enak dateng siang2, ga pake antri.. 😄 Overall oke, nasi pilih yg large ga ada tambahan biaya.. 😁. …",4.0,14/10/24 22.59
339,339,34,"Pelayanannya ramah, tidak lelet, dan harganya worth. Dari segi rasa tidak beda jauh dengan yang di Jepang 👍 …",5.0,22/03/25 12.33
340,340,35,"Pelayanan baik. Rasa makanannya enak dengan porsi yg cukup. Hamburgnya enak, baik yang ayam dan sapi. Pake set lebih enak, karena dapet nasi, kuah miso, salad, cawanmushi. Sobanya enak, kuahnya light dan tempuranya kriuk tidak oilly. …",4.0,11/10/24 19.57
341,341,35,"Restoran yang satu ini selalu ramai oleh pengunjung. Tapi waktu tunggu antrian relatif cepat. Pada kesempatan kali ini saya memesan fresh salad, chicken nanban set, salmon …",3.0,09/10/24 02.20
342,342,35,"Enak dan harga relatif cukup terjangkau. Antri nya memang panjang apalagi pas jam makan. Tapi setelah pesan makanan, makanannya cepat datangnya jadi tidak nunggu lama.",5.0,24/11/24 09.43
343,343,35,"Pesan Yakiniku set, pelayanan bagus , customer cepat dilayaninya 👍, gratis tim telur / makanan pembuka pertama sebelum sajian menu pesanan😃👍, cuma sayang daging terlalu kering sehingga dagingnya nga lembur/ agak keras. Makanan pendampingnya …",5.0,06/08/24 12.52
344,344,35,Selalu ngantri tiap kali kesini.. seheboh itu padahal bukan resto yg baru aja buka..bener2 menunjukkan kualitasnya.. Ennaakk deh pokoknya.. apa aja yg dicoba at least tdk mengecewakan..,5.0,29/07/24 20.03
345,345,35,"Resto yang sudah berdiri lebih dari 10tahun, nyaman, serasa restoran keluarga. Rasanya paling pas dan otentik Jepang, chefnya ada yang asli orang Jepang tapi belakangan sudah gak kelihatan, begitupun customernya juga tidak sedikit orang …",4.0,09/10/24 19.49
346,346,35,"Sudah langganan lama restoran ini. Makanannya enak, harga wajar. Hanya saja beberapa pengalaman terakhir makan di sini sangat mengecewakan. …",4.0,02/01/25 23.13
347,347,35,Restoran makanan Jepang yang terletak di Mall Kelapa Gading dengan suasana yang tenang untuk bersantap bersama keluarga. Untuk rasa makanannya menurut saya cukup standar saja yang saya coba adalah …,4.0,23/12/24 16.46
348,348,35,Berasa laen setelah direnovasi suasananya lebih ke jepang2-an. Tempatnya lumayan luas sampai bagian dalamnya. Menu makanannya pun sangat bervariasi dan disini ada menu non-halal g sebelumnya saya lupa memang sudah ada atau setelah direnov …,3.0,30/10/24 07.57
349,349,35,"Sudah berkali-kali makan di resto ini dan rasanya selalu enak. Meskipun kalau pas weekend, antriannya lumayan panjang tapi kalau weekday, jarang antri. …",5.0,27/02/25 13.12
350,350,36,"pengerjaannya LAMA BANGET, pesen ramen aja setengah jam, dateng” gaenak lagi, ini sy bingung ya, namanya ramen, tapi yng dtng mie ny spageti? rasanya jg gaenak, keliatan jelas beda jauh sm di foto, di foto jelas” mie nya keriting, yang …",3.0,19/05/25 20.02
351,351,36,"Setiap senin… sushi 10k…. Biarpun cewek ber2, makan 21 piring 🤣🤣🤣🤣🤣. Datang senin biar promo sushi 10k 🤣 …",5.0,17/09/24 08.19
352,352,36,Enakkk sushi nyaa dan harganya murahh. Apalagi hari senin 10k/plate. Worth the price 🥰🥰 …,4.0,24/03/25 04.47
353,353,36,"Buat yg cari budget sushi tapi proper, Sushi jadi pilihan kita. Harga nya murah, per plate 15rb & kalau promo hari senin 10rb. Memang secara sushi nya agak sedikit lebih kecil nasi nya, tapi buat daging/ikan nya cukup royal untuk harga …",3.0,02/05/25 00.32
354,354,36,Engga engga lagi makan disini pegawainya satu mba dihari senin 24 maret 2025 jam 19.56 baru kunyah makanan terakhir bilang udah selesai langsung payment. Nanti bayar kok bukan engga padahal udah langganan di empo.,5.0,24/02/25 18.30
